label,x_0,y_0,x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12,x_13,y_13,x_14,y_14,x_15,y_15,x_16,y_16,x_17,y_17,x_18,y_18,x_19,y_19,x_20,y_20
A,0.0,0.0,-0.05682647228240967,-0.11978909373283386,-0.12062498927116394,-0.16622337698936462,-0.17259404063224792,-0.15345972776412964,-0.19896766543388367,-0.10331517457962036,-0.18134760856628418,-0.19945421814918518,-0.21477308869361877,-0.15415096282958984,-0.19086992740631104,-0.11455464363098145,-0.1613498330116272,-0.10227489471435547,-0.209247887134552,-0.1269572377204895,-0.21743962168693542,-0.07742106914520264,-0.19216042757034302,-0.05032429099082947,-0.1622271090745926,-0.046109914779663086,-0.2163800448179245,-0.03916054964065552,-0.2141713798046112,-0.004571467638015747,-0.18517445027828217,0.009097814559936523,-0.15377992391586304,0.005895286798477173,-0.21040752530097961,0.05182895064353943,-0.2041257917881012,0.06664809584617615,-0.17128820717334747,0.06872865557670593,-0.14470155537128448,0.06179133057594299
A,0.0,0.0,-0.06042689085006714,-0.1248006522655487,-0.12970349192619324,-0.18052348494529724,-0.18891723453998566,-0.16606196761131287,-0.21628084778785706,-0.10631540417671204,-0.20075221359729767,-0.20402804017066956,-0.24068790674209595,-0.15033626556396484,-0.21288596093654633,-0.11466652154922485,-0.17915375530719757,-0.10534244775772095,-0.22608622908592224,-0.12927356362342834,-0.23751741647720337,-0.08127406239509583,-0.20919844508171082,-0.05767586827278137,-0.17458148300647736,-0.055002182722091675,-0.2311665117740631,-0.04048323631286621,-0.23093977570533752,-0.012159019708633423,-0.20095066726207733,0.0009841322898864746,-0.16722922027111053,-0.0011050701141357422,-0.22449836134910583,0.05006006360054016,-0.22077502310276031,0.055229514837265015,-0.1875717043876648,0.05692097544670105,-0.15995122492313385,0.05180671811103821
A,0.0,0.0,-0.05634316802024841,-0.12954285740852356,-0.12627622485160828,-0.18096891045570374,-0.18350620567798615,-0.1610499918460846,-0.20922787487506866,-0.09946590662002563,-0.196379154920578,-0.2117525339126587,-0.23055309057235718,-0.158995121717453,-0.2057536393404007,-0.11611852049827576,-0.17389491200447083,-0.10125720500946045,-0.2289157509803772,-0.1375109851360321,-0.23681673407554626,-0.08211731910705566,-0.21008284389972687,-0.050173431634902954,-0.17683851718902588,-0.044982075691223145,-0.23762936890125275,-0.04727855324745178,-0.23659655451774597,-0.00819462537765503,-0.20530274510383606,0.009688645601272583,-0.17179425060749054,0.008515536785125732,-0.23036712408065796,0.04756191372871399,-0.22567546367645264,0.06670013070106506,-0.1905626505613327,0.06922939419746399,-0.16131174564361572,0.06309548020362854
A,0.0,0.0,-0.05952674150466919,-0.12464189529418945,-0.13010349869728088,-0.1759231984615326,-0.18833602964878082,-0.15705189108848572,-0.21431869268417358,-0.0960138738155365,-0.20345330238342285,-0.2083163559436798,-0.24038976430892944,-0.1449442207813263,-0.21214333176612854,-0.10609650611877441,-0.17684203386306763,-0.09514212608337402,-0.2317570000886917,-0.1346166431903839,-0.2411450743675232,-0.07356256246566772,-0.21293845772743225,-0.045276910066604614,-0.17737533152103424,-0.041873037815093994,-0.23802462220191956,-0.04567942023277283,-0.23624521493911743,-0.00225260853767395,-0.2046760767698288,0.013493388891220093,-0.17016352713108063,0.010996729135513306,-0.2301080822944641,0.04704159498214722,-0.22682754695415497,0.06694459915161133,-0.19148436188697815,0.06953328847885132,-0.16182883083820343,0.06340092420578003
A,0.0,0.0,-0.05750727653503418,-0.1275329887866974,-0.12834519147872925,-0.1807348132133484,-0.18564000725746155,-0.16104230284690857,-0.2100967913866043,-0.09809920191764832,-0.19942496716976166,-0.2048758566379547,-0.2327990084886551,-0.1509060263633728,-0.2072361707687378,-0.11058223247528076,-0.17363502085208893,-0.09622922539710999,-0.22890281677246094,-0.1319037675857544,-0.23580799996852875,-0.07663193345069885,-0.20765867829322815,-0.048900991678237915,-0.17287380993366241,-0.04418864846229553,-0.23644959926605225,-0.04399716854095459,-0.23440209031105042,-0.005389213562011719,-0.20206749439239502,0.008004814386367798,-0.16727304458618164,0.0055398643016815186,-0.22878746688365936,0.0468575656414032,-0.22516226768493652,0.06288841366767883,-0.18906761705875397,0.06344851851463318,-0.15864887833595276,0.05735984444618225
A,0.0,0.0,-0.055881768465042114,-0.1281241476535797,-0.1266578733921051,-0.17615652084350586,-0.18212680518627167,-0.15521642565727234,-0.20542295277118683,-0.09324544668197632,-0.19573962688446045,-0.20513319969177246,-0.2245548516511917,-0.14490243792533875,-0.1983768492937088,-0.1045527458190918,-0.16635635495185852,-0.09217190742492676,-0.2284706085920334,-0.13237518072128296,-0.23194576799869537,-0.07082051038742065,-0.2025868445634842,-0.04188355803489685,-0.16845187544822693,-0.03827774524688721,-0.23702844977378845,-0.04335281252861023,-0.2312188297510147,0.0027219653129577637,-0.1963028758764267,0.016268551349639893,-0.16083255410194397,0.011749029159545898,-0.22927974164485931,0.05016815662384033,-0.21945537626743317,0.07360273599624634,-0.181884765625,0.0726480484008789,-0.15106892585754395,0.06314367055892944
A,0.0,0.0,-0.05139091610908508,-0.12825632095336914,-0.11992549896240234,-0.17721253633499146,-0.17780280113220215,-0.1577717661857605,-0.2031739056110382,-0.10015687346458435,-0.18690979480743408,-0.2102600336074829,-0.21790510416030884,-0.1515497863292694,-0.1926121711730957,-0.1116667091846466,-0.16298514604568481,-0.10114559531211853,-0.21885913610458374,-0.1367633044719696,-0.2230946570634842,-0.07853588461875916,-0.19513584673404694,-0.049668967723846436,-0.1630711555480957,-0.0458548367023468,-0.22656488418579102,-0.04804736375808716,-0.22186389565467834,-0.005602896213531494,-0.18799325823783875,0.00823548436164856,-0.1543402224779129,0.0054652392864227295,-0.21846692264080048,0.046697407960891724,-0.21067947149276733,0.06565394997596741,-0.17469365894794464,0.06380954384803772,-0.14526484906673431,0.055825501680374146
A,0.0,0.0,-0.05022791028022766,-0.12543153762817383,-0.11879017949104309,-0.17633911967277527,-0.17691954970359802,-0.1560041308403015,-0.20322111248970032,-0.09645071625709534,-0.1867903470993042,-0.2032061517238617,-0.21239733695983887,-0.15059959888458252,-0.18892820179462433,-0.11043807864189148,-0.15969161689281464,-0.09597623348236084,-0.218723863363266,-0.13172569870948792,-0.2207605242729187,-0.07290425896644592,-0.19415932893753052,-0.04504713416099548,-0.16313695907592773,-0.03985700011253357,-0.22707322239875793,-0.043083399534225464,-0.2212742120027542,0.0015576183795928955,-0.1894167959690094,0.013946831226348877,-0.15641488134860992,0.010676860809326172,-0.22001080214977264,0.05114111304283142,-0.21079540252685547,0.07541868090629578,-0.1759241670370102,0.07324108481407166,-0.14781688153743744,0.06422069668769836
A,0.0,0.0,-0.05218273401260376,-0.12192809581756592,-0.11519014835357666,-0.16650429368019104,-0.16880786418914795,-0.15286338329315186,-0.19707226753234863,-0.10279116034507751,-0.17939136922359467,-0.20805147290229797,-0.2055204212665558,-0.16332653164863586,-0.1816014051437378,-0.1229056715965271,-0.1538633406162262,-0.10989519953727722,-0.21252372860908508,-0.13664817810058594,-0.21672189235687256,-0.08780887722969055,-0.19108891487121582,-0.05745494365692139,-0.16062036156654358,-0.050735414028167725,-0.22275491058826447,-0.04849278926849365,-0.2190917730331421,-0.01275452971458435,-0.18723870813846588,0.0034877359867095947,-0.15296269953250885,0.0026678740978240967,-0.21727615594863892,0.04371032118797302,-0.21016082167625427,0.061827629804611206,-0.17658549547195435,0.06381157040596008,-0.14703503251075745,0.05785396695137024
A,0.0,0.0,-0.0558735728263855,-0.12289619445800781,-0.12438103556632996,-0.16774338483810425,-0.17571233212947845,-0.14671170711517334,-0.1974829137325287,-0.0873415470123291,-0.18925011157989502,-0.18690341711044312,-0.2148163914680481,-0.1445712447166443,-0.19058823585510254,-0.108997642993927,-0.16262638568878174,-0.09803766012191772,-0.2172737419605255,-0.11267951130867004,-0.2201773226261139,-0.07114320993423462,-0.19306236505508423,-0.046425700187683105,-0.16288647055625916,-0.040706753730773926,-0.2224733829498291,-0.025782376527786255,-0.21994221210479736,0.000517725944519043,-0.1879112422466278,0.011484116315841675,-0.15491275489330292,0.010785341262817383,-0.21260802447795868,0.06408119201660156,-0.20731179416179657,0.07197284698486328,-0.17368239164352417,0.06842374801635742,-0.14476829767227173,0.06179988384246826
