A,0.0,0.0,-0.012320756912231445,-0.08828061819076538,-0.04912155866622925,-0.1407262682914734,-0.09426248073577881,-0.14306265115737915,-0.11126843094825745,-0.11009317636489868,-0.13349324464797974,-0.09506607055664062,-0.12775671482086182,-0.11204385757446289,-0.10074371099472046,-0.10670137405395508,-0.08714324235916138,-0.09755241870880127,-0.14188501238822937,-0.04073619842529297,-0.12630343437194824,-0.06264692544937134,-0.10121342539787292,-0.06246483325958252,-0.08565202355384827,-0.05402272939682007,-0.1340813934803009,0.004936635494232178,-0.12059572339057922,-0.0159451961517334,-0.09979936480522156,-0.02108234167098999,-0.08194103837013245,-0.01560276746749878,-0.12193208932876587,0.04485064744949341,-0.11568054556846619,0.025363564491271973,-0.09630763530731201,0.02024054527282715,-0.08092710375785828,0.023802459239959717
A,0.0,0.0,-0.015451133251190186,-0.0915340781211853,-0.05259591341018677,-0.14457178115844727,-0.09738966822624207,-0.14786899089813232,-0.11375778913497925,-0.11519366502761841,-0.13576015830039978,-0.09461826086044312,-0.1289547085762024,-0.11692708730697632,-0.10068479180335999,-0.11238521337509155,-0.08750560879707336,-0.1017613410949707,-0.14340397715568542,-0.038981616497039795,-0.1273423433303833,-0.06696593761444092,-0.10099297761917114,-0.06712448596954346,-0.08561712503433228,-0.05667769908905029,-0.13524922728538513,0.005689442157745361,-0.12269097566604614,-0.020457088947296143,-0.10038384795188904,-0.025619685649871826,-0.08213311433792114,-0.019222795963287354,-0.12347021698951721,0.0444067120552063,-0.11785414814949036,0.02110058069229126,-0.09738072752952576,0.01618129014968872,-0.0816027820110321,0.020678162574768066
A,0.0,0.0,-0.014221370220184326,-0.09238046407699585,-0.05316859483718872,-0.14506351947784424,-0.09923961758613586,-0.1457238793373108,-0.114768385887146,-0.11234337091445923,-0.1378188133239746,-0.0924118161201477,-0.1322811245918274,-0.11774951219558716,-0.10382795333862305,-0.11402416229248047,-0.09008970856666565,-0.10405665636062622,-0.14436733722686768,-0.03456926345825195,-0.1293097734451294,-0.0669565200805664,-0.10320442914962769,-0.06912314891815186,-0.08720967173576355,-0.059417009353637695,-0.134740948677063,0.010989248752593994,-0.12252673506736755,-0.018616557121276855,-0.10089224576950073,-0.025428295135498047,-0.08238488435745239,-0.019206702709197998,-0.12166783213615417,0.04901665449142456,-0.11706453561782837,0.022650599479675293,-0.09748268127441406,0.016685843467712402,-0.08180424571037292,0.021285176277160645
A,0.0,0.0,-0.014426648616790771,-0.09287762641906738,-0.053732872009277344,-0.14703702926635742,-0.10032925009727478,-0.14837950468063354,-0.11782842874526978,-0.1159716248512268,-0.13750740885734558,-0.09566342830657959,-0.13170573115348816,-0.11835354566574097,-0.10328802466392517,-0.11399656534194946,-0.0895172655582428,-0.10330617427825928,-0.14538860321044922,-0.037911415100097656,-0.12962323427200317,-0.06768232583999634,-0.10371750593185425,-0.06849569082260132,-0.0882231593132019,-0.05767488479614258,-0.13673695921897888,0.007798552513122559,-0.12386032938957214,-0.01960611343383789,-0.102118581533432,-0.02519381046295166,-0.08392384648323059,-0.01792275905609131,-0.12415286898612976,0.04700672626495361,-0.11889427900314331,0.021596908569335938,-0.09919530153274536,0.01636981964111328,-0.0836259126663208,0.021601319313049316
A,0.0,0.0,-0.012676477432250977,-0.09288698434829712,-0.05154085159301758,-0.14768075942993164,-0.09713515639305115,-0.14932352304458618,-0.11374667286872864,-0.11505037546157837,-0.1384466290473938,-0.0979619026184082,-0.12621217966079712,-0.12247896194458008,-0.09830906987190247,-0.1164596676826477,-0.0853208601474762,-0.10476380586624146,-0.14710789918899536,-0.04035937786102295,-0.12704792618751526,-0.0692034363746643,-0.10150414705276489,-0.06941837072372437,-0.08588135242462158,-0.0588565468788147,-0.13863921165466309,0.006142139434814453,-0.12280523777008057,-0.019905269145965576,-0.10151994228363037,-0.0253446102142334,-0.08338934183120728,-0.018486082553863525,-0.12603431940078735,0.04581564664840698,-0.12120786309242249,0.023370206356048584,-0.10280075669288635,0.017312943935394287,-0.08744853734970093,0.020789742469787598
A,0.0,0.0,-0.013504207134246826,-0.09401798248291016,-0.05248838663101196,-0.14972692728042603,-0.09958836436271667,-0.15277987718582153,-0.11631360650062561,-0.11790734529495239,-0.13795572519302368,-0.1006234884262085,-0.1278354525566101,-0.12423139810562134,-0.09811115264892578,-0.11905032396316528,-0.0850762128829956,-0.10829520225524902,-0.14637762308120728,-0.042693257331848145,-0.12865740060806274,-0.07261723279953003,-0.10130622982978821,-0.07273399829864502,-0.08591437339782715,-0.06217992305755615,-0.1383771300315857,0.003038644790649414,-0.12464797496795654,-0.02351003885269165,-0.10078901052474976,-0.028941988945007324,-0.08184853196144104,-0.022618532180786133,-0.12759017944335938,0.042669057846069336,-0.12100058794021606,0.01978015899658203,-0.10004979372024536,0.014951348304748535,-0.08431097865104675,0.01885807514190674
A,0.0,0.0,-0.012936234474182129,-0.09636598825454712,-0.053683698177337646,-0.1524829864501953,-0.10074397921562195,-0.1550121307373047,-0.11681640148162842,-0.1205061674118042,-0.1409521996974945,-0.09931349754333496,-0.13132178783416748,-0.12646174430847168,-0.10258206725120544,-0.1218610405921936,-0.08853623270988464,-0.1106293797492981,-0.14982199668884277,-0.040744781494140625,-0.13243281841278076,-0.07425975799560547,-0.1055036187171936,-0.0754246711730957,-0.08874034881591797,-0.06448781490325928,-0.14102500677108765,0.005891680717468262,-0.12807995080947876,-0.024361073970794678,-0.1052480936050415,-0.030180513858795166,-0.08579733967781067,-0.022701561450958252,-0.12784051895141602,0.045600295066833496,-0.1238362193107605,0.020330369472503662,-0.1041901707649231,0.01487797498703003,-0.08792689442634583,0.019608497619628906
A,0.0,0.0,-0.011468946933746338,-0.10058856010437012,-0.05209517478942871,-0.1570662260055542,-0.1008296012878418,-0.16018438339233398,-0.11728835105895996,-0.12699180841445923,-0.14096248149871826,-0.10328936576843262,-0.135194331407547,-0.13147300481796265,-0.10659441351890564,-0.12551259994506836,-0.09131389856338501,-0.11317193508148193,-0.15085196495056152,-0.04389393329620361,-0.1364227533340454,-0.07752799987792969,-0.10954886674880981,-0.07838916778564453,-0.09185528755187988,-0.06762123107910156,-0.14248362183570862,0.0036774277687072754,-0.13087093830108643,-0.02668696641921997,-0.10880908370018005,-0.03302741050720215,-0.08930426836013794,-0.025343358516693115,-0.1291380524635315,0.04435616731643677,-0.1267237663269043,0.019671142101287842,-0.10798978805541992,0.013504087924957275,-0.0917617678642273,0.017862260341644287
A,0.0,0.0,-0.015611827373504639,-0.10613417625427246,-0.05801677703857422,-0.159695565700531,-0.1070530116558075,-0.16333073377609253,-0.12462711334228516,-0.13019615411758423,-0.14277112483978271,-0.10797721147537231,-0.1405496895313263,-0.13536572456359863,-0.11181831359863281,-0.1315656304359436,-0.09777596592903137,-0.12186777591705322,-0.15086665749549866,-0.04782205820083618,-0.14265334606170654,-0.08339405059814453,-0.11489689350128174,-0.08682829141616821,-0.0966828465461731,-0.0780787467956543,-0.14234960079193115,0.0003432035446166992,-0.13542169332504272,-0.03379809856414795,-0.1102268397808075,-0.04143333435058594,-0.08831486105918884,-0.03603583574295044,-0.13005197048187256,0.04074716567993164,-0.12802013754844666,0.011439859867095947,-0.10679054260253906,0.005907714366912842,-0.090131014585495,0.008745908737182617
A,0.0,0.0,-0.012444138526916504,-0.10810333490371704,-0.05490654706954956,-0.16618621349334717,-0.10753893852233887,-0.16963964700698853,-0.12296819686889648,-0.13210248947143555,-0.14297428727149963,-0.10892128944396973,-0.1462964415550232,-0.1374112367630005,-0.1183050274848938,-0.13446402549743652,-0.10247987508773804,-0.12592989206314087,-0.15318608283996582,-0.04602181911468506,-0.15027651190757751,-0.08283734321594238,-0.12279444932937622,-0.0860932469367981,-0.10384780168533325,-0.07737976312637329,-0.14543798565864563,0.0037461519241333008,-0.14265301823616028,-0.030183613300323486,-0.119465172290802,-0.03871583938598633,-0.0974472165107727,-0.03276979923248291,-0.13139814138412476,0.04508519172668457,-0.1354219913482666,0.0186348557472229,-0.1170615553855896,0.010859072208404541,-0.10031044483184814,0.012370109558105469
